,id,ra,dec,photo_z,density,overdensity,s_cluster,s_filament,environment,group_id,n_g,galaxy_type
700,600837,149.601952,2.211721,0.9457,3.94,1.69,0.006094,0.038616000000000004,filament,4133.0,106.0,satellite
701,600813,150.048901,2.213853,0.9343,15.85,6.78,0.690434,0.41814700000000005,cluster,3455.0,121.0,satellite
703,600696,149.65199099999998,2.210029,0.3824,6.15,2.46,0.008522,0.03525,filament,535.0,18.0,satellite
704,600649,149.805126,2.208965,0.3612,4.14,1.66,0.19475599999999998,0.797039,filament,379.0,157.0,satellite
711,601299,150.673342,2.212212,0.98,6.08,2.62,0.06651699999999999,0.20596799999999998,filament,4915.0,13.0,satellite
713,631148,149.648804,2.25778,0.9159,5.55,2.32,0.673771,0.192606,cluster,4133.0,106.0,satellite
714,631101,150.46987,2.256169,0.8208,9.06,3.59,0.050801,0.316349,filament,2856.0,160.0,satellite
719,630896,149.683064,2.257165,1.0242,8.65,3.81,0.108774,0.556199,filament,5198.0,15.0,satellite
720,630866,149.610139,2.253286,0.9594,5.72,2.46,0.017803,0.136328,filament,4783.0,16.0,satellite
721,630862,149.536008,2.25414,0.8977,3.36,1.4,0.043772000000000005,0.14735,filament,4078.0,13.0,satellite
723,630852,150.533377,2.257489,1.1413,4.25,2.17,0.256278,0.45005600000000007,filament,6519.0,11.0,satellite
724,630737,149.613151,2.257751,0.9734,4.93,2.13,0.016661000000000002,0.19584300000000002,filament,4783.0,16.0,satellite
727,601516,149.64066100000002,2.213121,0.9864,10.42,4.48,0.347604,0.123749,cluster,4133.0,106.0,satellite
729,601464,149.638915,2.214236,0.9593,9.25,3.99,0.39747,0.511729,filament,4133.0,106.0,satellite
738,599597,149.687218,2.208745,0.9664,5.37,2.32,0.052095,0.211371,filament,4651.0,33.0,satellite
740,570593,149.850324,2.166689,0.9511,4.22,1.81,0.4305,0.217752,cluster,4414.0,28.0,satellite
744,570429,150.732051,2.166629,1.0758,14.2,6.79,0.452454,0.336291,cluster,5827.0,10.0,satellite
751,570151,150.057981,2.165331,0.9644,5.95,2.57,0.077017,0.203429,filament,4357.0,15.0,satellite
754,570075,149.57591599999998,2.167151,0.9531,4.87,2.1,0.027481000000000002,0.033557,filament,4719.0,14.0,satellite
755,570067,150.16966000000002,2.165459,0.6728,7.49,3.09,0.19505799999999998,0.424104,filament,1909.0,27.0,satellite
756,570026,150.00572,2.167505,0.9494,6.49,2.78,0.49986899999999995,0.3875,cluster,3455.0,121.0,satellite
761,599905,150.388048,2.209404,0.3611,4.2,1.68,0.059830999999999995,0.085623,filament,510.0,30.0,satellite
766,600320,150.502793,2.211417,0.8326,21.48,8.54,0.736244,0.297266,cluster,2856.0,160.0,satellite
768,600271,149.80453300000002,2.212402,1.121,6.58,3.25,0.186185,0.402971,filament,6212.0,21.0,satellite
771,599854,149.650795,2.210771,0.9646,16.27,7.03,0.546675,0.329567,cluster,4133.0,106.0,satellite
772,600191,149.81608300000002,2.208789,0.3774,4.21,1.69,0.065911,0.086202,filament,379.0,157.0,satellite
774,600099,150.03596000000002,2.211818,0.9264,12.26,5.18,0.6472829999999999,0.395279,cluster,3455.0,121.0,satellite
775,600090,150.55365,2.211394,0.8836,10.03,4.11,0.27973600000000004,0.10491500000000001,cluster,2856.0,160.0,satellite
779,600030,150.108935,2.210828,0.675,4.74,1.95,0.273293,0.226329,cluster,1962.0,22.0,satellite
790,607124,149.663232,2.220429,0.3808,6.26,2.51,0.009063,0.037404,filament,535.0,18.0,satellite
793,607085,149.536509,2.222515,1.0118,6.01,2.61,0.031941000000000004,0.341616,filament,5195.0,13.0,satellite
794,607068,149.65225900000002,2.222922,0.9438,7.02,3.01,0.294098,0.370155,filament,4133.0,106.0,satellite
800,606775,149.803986,2.221715,1.1307,3.42,1.7,0.095965,0.388394,filament,6212.0,21.0,satellite
801,606737,150.175029,2.217098,0.6625,16.56,6.92,0.788512,0.304193,cluster,1859.0,17.0,satellite
803,578891,150.553125,2.179983,0.7991,6.17,2.44,0.086344,0.064144,field,2856.0,160.0,satellite
804,578866,149.64276,2.179465,1.0187,13.03,5.72,0.180278,0.29791799999999996,filament,4133.0,106.0,satellite
805,578833,149.740445,2.17823,0.3482,4.86,1.94,0.093405,0.148517,filament,379.0,157.0,satellite
807,606874,150.105555,2.2201150000000003,0.6551,3.08,1.29,0.006991,0.122751,filament,1962.0,22.0,satellite
811,607411,150.487635,2.222449,0.854,7.64,3.06,0.543395,0.300446,cluster,2856.0,160.0,satellite
812,607856,149.537496,2.2212970000000003,1.02,6.11,2.68,0.026877999999999996,0.334627,filament,5195.0,13.0,satellite
813,607853,150.51368,2.22125,0.8401,20.8,8.28,0.721704,0.447266,cluster,2856.0,160.0,satellite
817,607787,149.894296,2.222273,0.9456,6.4,2.75,0.11717000000000001,0.173131,filament,4481.0,16.0,satellite
818,607779,149.860826,2.222095,0.9311,4.32,1.84,0.37541399999999997,0.137901,cluster,4481.0,16.0,satellite
820,607683,149.952525,2.218712,0.4287,7.12,2.91,0.45585600000000004,0.12853900000000001,cluster,720.0,16.0,satellite
824,607588,149.522992,2.221684,1.01,8.49,3.69,0.201497,0.408474,filament,5195.0,13.0,satellite
825,607574,149.657071,2.222139,0.99,7.42,3.18,0.25863200000000003,0.164143,cluster,4133.0,106.0,satellite
837,577747,150.482046,2.1757459999999997,0.8372,5.06,2.01,0.002068,0.167179,filament,2856.0,160.0,satellite
844,577450,149.570656,2.1777349999999998,0.9583,3.02,1.3,0.004196,0.026936,field,4719.0,14.0,satellite
845,577866,149.749478,2.175529,0.3506,6.9,2.76,0.16554000000000002,0.247998,filament,379.0,157.0,satellite
846,577349,149.61496,2.17798,0.9492,6.76,2.9,0.09170299999999999,0.352152,filament,4133.0,106.0,satellite
848,577294,150.133999,2.174972,0.3412,3.77,1.5,0.010797,0.035292000000000004,filament,380.0,15.0,satellite
851,577242,150.328419,2.176568,0.8171,7.98,3.16,0.047419,0.084879,filament,3051.0,17.0,satellite
855,577108,150.169646,2.177252,0.9339,3.93,1.68,0.010620000000000001,0.306708,filament,4413.0,21.0,satellite
856,577330,149.863246,2.177307,0.956,5.88,2.53,0.429066,0.16791199999999998,cluster,4414.0,28.0,satellite
857,577879,149.800254,2.188385,0.3665,5.63,2.26,0.127984,0.372231,filament,379.0,157.0,satellite
858,578741,150.064221,2.178563,0.9752,2.99,1.29,0.005991,0.022366,field,4357.0,15.0,satellite
859,577921,150.335709,2.177755,0.8102,7.91,3.13,0.083966,0.12353499999999999,filament,3051.0,17.0,satellite
862,578705,149.68825900000002,2.179265,0.9715,3.31,1.43,0.017763,0.089312,filament,4651.0,33.0,satellite
864,578646,149.73064,2.178496,0.9449,6.54,2.81,0.09691799999999999,0.17081400000000002,filament,4651.0,33.0,satellite
865,578600,150.097332,2.1775599999999997,0.7167,3.49,1.42,0.002463,0.026788,filament,2441.0,18.0,satellite
866,578517,150.556586,2.178944,0.53,3.05,1.21,0.1399,0.11746199999999998,field,1160.0,26.0,satellite
868,578399,150.543204,2.175217,0.8016,4.77,1.89,0.096344,0.10916300000000001,filament,2856.0,160.0,satellite
875,578168,150.47517,2.176711,0.8461,6.53,2.61,0.02536,0.178069,filament,2856.0,160.0,satellite
876,578111,149.577045,2.178386,0.9417,2.17,0.93,0.001629,0.0035810000000000004,field,4719.0,14.0,satellite
878,578090,149.688301,2.178539,0.9428,5.01,2.15,0.016418000000000002,0.20455399999999999,filament,4651.0,33.0,satellite
884,607995,149.836137,2.222709,0.9326,5.21,2.23,0.038311000000000005,0.291016,filament,4482.0,16.0,satellite
885,567608,150.054833,2.1598580000000003,0.9339,8.31,3.55,0.06379,0.105715,filament,4357.0,15.0,satellite
886,567596,150.00008300000002,2.162258,0.8489,6.71,2.69,0.11145999999999999,0.16583499999999998,filament,3247.0,10.0,satellite
888,567491,150.06395700000002,2.162576,0.9499,11.07,4.75,0.266532,0.315896,filament,4357.0,15.0,satellite
894,567622,150.32428000000002,2.162825,0.8274,4.06,1.61,0.011767,0.029193,filament,3051.0,17.0,satellite
897,566986,149.80345,2.159221,0.3596,15.56,6.23,0.810385,0.609528,cluster,379.0,157.0,satellite
898,566981,150.00698300000002,2.1612880000000003,0.9443,10.15,4.36,0.343914,0.521347,filament,3455.0,121.0,satellite
899,566966,149.871294,2.159306,0.3462,4.52,1.8,0.166688,0.266893,filament,379.0,157.0,satellite
903,566805,150.743653,2.1607990000000004,1.0483,21.87,10.26,0.791762,0.345099,cluster,5827.0,10.0,satellite
908,567744,150.336618,2.163328,0.8281,4.06,1.61,0.004304,0.021972,field,3051.0,17.0,satellite
911,568363,150.205545,2.160702,0.6601,11.95,4.99,0.560851,0.46882700000000005,cluster,1909.0,27.0,satellite
913,568274,149.787009,2.1611119999999997,0.3565,16.41,6.57,0.779402,0.43842,cluster,379.0,157.0,satellite
914,568270,150.478521,2.163048,0.883,4.29,1.76,0.007170999999999999,0.056121000000000004,filament,3121.0,61.0,satellite
920,568104,149.982935,2.163454,0.9203,4.47,1.88,0.008806,0.127918,filament,3455.0,121.0,satellite
922,568044,150.06407099999998,2.161168,0.9586,9.34,4.03,0.177482,0.245935,filament,4357.0,15.0,satellite
923,568019,149.566774,2.162285,0.9698,4.81,2.08,0.074463,0.07910199999999999,filament,4719.0,14.0,satellite
925,567908,150.57521599999998,2.162303,0.5395,14.98,6.0,0.47304399999999996,0.305257,cluster,1160.0,26.0,satellite
926,567905,149.872494,2.162099,0.9406,8.29,3.55,0.404032,0.1686,cluster,4414.0,28.0,satellite
930,568097,150.333684,2.163695,0.7999,6.09,2.41,0.096307,0.071908,field,3051.0,17.0,satellite
933,536215,149.933271,2.114903,0.678,6.11,2.51,0.249654,0.325162,filament,1907.0,43.0,satellite
936,535215,150.114867,2.113931,0.93,6.05,2.57,0.043331,0.23484699999999997,filament,4559.0,13.0,satellite
940,535041,149.636382,2.111884,0.3195,7.31,2.88,0.055983000000000005,0.148274,filament,290.0,17.0,satellite
951,608060,149.643371,2.2233110000000003,0.9329,6.43,2.75,0.306933,0.23430700000000002,cluster,4133.0,106.0,satellite
952,608057,150.490606,2.2216720000000003,0.8181,26.84,10.63,0.760779,0.446326,cluster,2856.0,160.0,satellite
958,535523,150.21813500000002,2.115373,0.9383,3.63,1.56,0.124,0.262886,filament,4408.0,20.0,satellite
959,536203,150.362252,2.1168419999999997,0.8974,7.4,3.06,0.12577,0.047879000000000005,field,4124.0,10.0,satellite
963,535931,149.594126,2.115759,0.9654,6.81,2.94,0.097623,0.252767,filament,4562.0,37.0,satellite
970,535781,149.620179,2.116119,0.9621,13.87,5.98,0.27686900000000003,0.382356,filament,4562.0,37.0,satellite
972,535714,150.393833,2.114985,0.8384,8.75,3.48,0.062665,0.07260599999999999,filament,3121.0,61.0,satellite
973,535700,150.374737,2.11511,1.1506,4.27,2.21,0.156961,0.607283,filament,6510.0,18.0,satellite
978,535581,149.599413,2.115644,0.9872,5.73,2.47,0.042199,0.122447,filament,4562.0,37.0,satellite
984,889981,150.035359,2.6515009999999997,0.931,3.21,1.37,0.007087,0.12881199999999998,filament,4098.0,15.0,satellite
985,889962,150.739441,2.650743,0.8626,3.84,1.55,0.203236,0.254681,filament,2920.0,40.0,satellite
988,889828,150.45558,2.649268,0.23,8.35,3.02,0.722461,0.322156,cluster,101.0,34.0,satellite
989,889822,150.488489,2.649469,0.8011,6.57,2.6,0.035939,0.027551999999999997,field,3025.0,10.0,satellite
996,889639,150.11914099999998,2.665857,0.3724,3.63,1.46,0.022959999999999998,0.011073999999999999,field,357.0,65.0,satellite
997,889626,150.090338,2.650544,0.6984,4.0,1.64,0.017698,0.070766,filament,1987.0,89.0,satellite
998,889576,150.130537,2.646403,0.3405,7.89,3.15,0.75307,0.397866,cluster,357.0,65.0,satellite
999,889512,150.112575,2.650586,0.3395,11.48,4.58,0.7636850000000001,0.514073,cluster,357.0,65.0,satellite
1002,889441,150.066642,2.647379,0.6701,7.7,3.19,0.2599,0.487558,filament,1987.0,89.0,satellite
1004,890230,150.009277,2.6518770000000003,0.9133,3.92,1.64,0.020759,0.155926,filament,4098.0,15.0,satellite
1005,889379,150.516307,2.648621,0.8115,5.75,2.28,0.055028999999999995,0.038538,field,3025.0,10.0,satellite
1006,890262,150.544033,2.6509259999999997,0.6037,3.48,1.49,0.012178,0.16032000000000002,filament,1480.0,80.0,satellite
1010,534336,149.605516,2.113486,0.997,4.32,1.86,0.023827,0.10402,filament,4562.0,37.0,satellite
1011,534324,150.129865,2.110879,0.9319,5.86,2.49,0.062062,0.13183,filament,4559.0,13.0,satellite
1014,627835,149.426669,2.250419,0.8187,10.81,4.28,0.172908,0.036161,cluster,3183.0,14.0,satellite
1022,627419,149.682951,2.25161,1.0213,8.84,3.88,0.09928200000000001,0.645947,filament,5198.0,15.0,satellite
1023,627399,149.72648999999998,2.251636,1.0089,12.25,5.32,0.347398,0.711434,filament,5326.0,26.0,satellite
1025,627314,150.11648200000002,2.250229,0.7476,8.64,3.42,0.46993900000000005,0.171276,cluster,2708.0,14.0,satellite
1026,627275,149.81673899999998,2.251522,1.184,2.07,1.14,0.016507,0.049573,filament,6937.0,11.0,satellite
1028,627653,150.36768600000002,2.252349,0.3628,7.29,2.92,0.083971,0.05667899999999999,field,510.0,30.0,satellite
1030,889360,150.01324499999998,2.650209,0.8922,5.04,2.08,0.022522,0.073486,filament,4098.0,15.0,satellite
1031,889238,150.002489,2.649552,0.9052,3.37,1.4,0.0,0.21320799999999998,filament,4098.0,15.0,satellite
1032,949071,150.372411,2.741478,0.795,4.83,1.9,0.121306,0.34377399999999997,filament,2774.0,90.0,satellite
1034,948976,150.220677,2.740905,0.9363,8.49,3.63,0.520317,0.190153,cluster,4375.0,16.0,satellite
1035,948954,150.371892,2.742497,0.808,4.71,1.87,0.129546,0.319727,filament,2774.0,90.0,satellite
1038,948918,150.245152,2.7400860000000002,0.93,9.29,3.95,0.33633,0.28599,cluster,4375.0,16.0,satellite
1040,948852,150.481201,2.7400330000000004,0.6223,12.2,5.23,0.665774,0.435979,cluster,1602.0,16.0,satellite
1045,948569,150.660435,2.740597,0.6009,8.12,3.48,0.304721,0.380314,filament,1512.0,26.0,satellite
1046,948561,150.547701,2.741334,0.367,5.5,2.21,0.032658,0.040125,filament,342.0,48.0,satellite
1048,546274,149.487051,2.1301240000000004,0.9694,5.0,2.16,0.025055,0.0601,filament,5053.0,13.0,satellite
1049,546249,150.128423,2.127127,0.7389,3.46,1.38,0.012581,0.124574,filament,2441.0,18.0,satellite
1051,546137,150.150198,2.131472,1.1523,10.3,5.32,0.6069260000000001,0.282558,cluster,6206.0,16.0,satellite
1053,949173,150.445549,2.746521,0.2252,4.86,1.75,0.303644,0.12884400000000001,cluster,101.0,34.0,satellite
1054,889292,150.11397,2.651091,0.3443,11.5,4.59,0.7947,0.526412,cluster,357.0,65.0,satellite
1059,889087,150.550475,2.649368,0.8084,5.5,2.18,0.22209,0.14601,cluster,2978.0,22.0,satellite
1062,888882,149.92676699999998,2.64751,0.88,22.48,9.18,0.524129,0.499571,cluster,3700.0,85.0,satellite
1064,888759,149.927252,2.647983,0.8879,22.03,9.08,0.667341,0.35089000000000004,cluster,3700.0,85.0,satellite
1065,888711,150.321312,2.648372,0.5055,1.31,0.52,0.0,0.031017000000000003,filament,1071.0,19.0,satellite
1067,888670,150.09412700000001,2.646563,0.5119,5.46,2.18,0.095738,0.427702,filament,1092.0,16.0,satellite
1069,888599,149.964257,2.6454470000000003,0.9235,2.69,1.14,0.006978,0.13146300000000002,filament,3953.0,33.0,satellite
1072,888543,150.372024,2.648061,1.1546,1.65,0.86,0.062624,0.284627,filament,6324.0,10.0,satellite
1073,888533,149.881032,2.647933,0.873,5.29,2.15,0.043392,0.10259000000000001,filament,3700.0,85.0,satellite
1074,888499,149.956679,2.648164,0.5951,3.38,1.45,0.140536,0.150387,filament,1598.0,11.0,satellite
1075,888374,149.886414,2.64489,0.2495,6.34,2.33,0.5875199999999999,0.524622,cluster,139.0,25.0,satellite
1076,888353,150.550147,2.648243,0.821,3.37,1.33,0.029136000000000002,0.016188,field,2978.0,22.0,satellite
1077,888641,149.923496,2.648381,0.8857,20.42,8.37,0.620367,0.39277,cluster,3700.0,85.0,satellite
1078,305600,150.40995800000002,1.751755,0.8845,1.5,0.61,0.000133,0.004964,field,3718.0,23.0,satellite
1080,534498,149.594216,2.114623,0.9721,6.93,3.0,0.10097,0.19728900000000002,filament,4562.0,37.0,satellite
1081,303393,149.983925,1.745365,0.3729,2.8,1.12,0.112408,0.066166,field,412.0,47.0,satellite
1083,303039,150.178804,1.7505099999999998,0.2614,4.45,1.67,0.14811300000000002,0.146671,cluster,171.0,11.0,satellite
1092,302759,150.027605,1.746044,0.4063,2.46,0.99,0.10661,0.355178,filament,621.0,16.0,satellite
1103,294427,149.85834599999998,1.7335470000000002,0.1219,8.56,3.47,0.6884779999999999,0.28731799999999996,cluster,6.0,26.0,satellite
1105,303807,150.0426,1.747689,0.4141,4.33,1.75,0.29680100000000004,0.155763,cluster,621.0,16.0,satellite
1107,305317,149.63675800000001,1.7493029999999998,0.5866,4.92,2.11,0.311052,0.607718,filament,1495.0,15.0,satellite
1108,305230,150.192981,1.7523919999999997,0.2658,7.32,2.75,0.27116999999999997,0.230089,cluster,171.0,11.0,satellite
1115,303475,150.199283,1.7450169999999998,0.26,5.4,2.02,0.201576,0.10976400000000001,cluster,171.0,11.0,satellite
1117,304576,150.034316,1.7480229999999999,0.741,3.12,1.24,0.017287,0.016842,field,2535.0,10.0,satellite
1124,303879,150.25229299999998,1.748384,0.5283,5.32,2.1,0.029043,0.263275,filament,1101.0,37.0,satellite
1125,303875,150.041145,1.747009,0.7245,4.48,1.81,0.013572999999999998,0.016071000000000002,field,2535.0,10.0,satellite
1130,292772,150.170125,1.7307290000000002,0.7228,2.4,0.97,0.015987,0.032469,filament,2501.0,23.0,satellite
1131,292716,149.435441,1.727669,0.5663,15.71,6.54,0.39361999999999997,0.391534,cluster,1398.0,22.0,satellite
1139,292783,150.09725500000002,1.7280349999999998,0.3936,5.56,2.23,0.029566000000000002,0.09265599999999999,filament,621.0,16.0,satellite
1141,292115,149.422879,1.7303130000000002,0.5741,12.6,5.3,0.501214,0.438015,cluster,1398.0,22.0,satellite
1142,292019,150.172049,1.727582,0.3518,5.81,2.32,0.47128000000000003,0.391979,cluster,362.0,62.0,satellite
1144,534675,149.865275,2.11333,0.66,3.44,1.44,0.020393,0.21039000000000002,filament,1907.0,43.0,satellite
1153,292819,149.431983,1.727761,0.5659,18.34,7.63,0.412578,0.364566,cluster,1398.0,22.0,satellite
1157,294117,150.202529,1.7309990000000002,0.3291,7.34,2.9,0.431947,0.5007,filament,362.0,62.0,satellite
1172,293152,150.000685,1.729901,0.3883,5.39,2.16,0.037775,0.072101,filament,412.0,47.0,satellite
1174,293078,150.205118,1.730821,0.3661,2.2,0.88,0.007925,0.028135000000000004,filament,362.0,62.0,satellite
1176,568453,150.740767,2.1630279999999997,1.0681,13.57,6.45,0.606808,0.276469,cluster,5827.0,10.0,satellite
1181,628331,150.54546100000002,2.253295,0.8421,5.24,2.08,0.007345,0.134324,filament,2856.0,160.0,satellite
1183,628257,149.727082,2.2528,1.0224,16.7,7.33,0.379774,0.670998,filament,5326.0,26.0,satellite
1184,628253,149.81361,2.254736,0.3842,19.59,7.86,0.183587,0.050674000000000004,cluster,379.0,157.0,satellite
1186,628153,149.81114,2.2524889999999997,0.38,20.67,8.29,0.198889,0.057763,cluster,379.0,157.0,satellite
1188,628073,149.71627800000002,2.252212,0.3887,4.91,1.97,0.015875,0.055575,filament,535.0,18.0,satellite
1194,599443,149.62611299999998,2.211137,0.9844,3.12,1.34,0.177075,0.087576,field,4133.0,106.0,satellite
1197,599331,149.891617,2.210807,0.9332,4.52,1.93,0.121431,0.194696,filament,4481.0,16.0,satellite
1199,599125,150.548176,2.210284,0.8695,6.58,2.66,0.262156,0.171382,cluster,2856.0,160.0,satellite
1203,628346,150.50636,2.252836,0.8274,5.07,2.01,0.315118,0.39881300000000003,filament,2856.0,160.0,satellite
1204,628424,150.006272,2.25333,0.3672,2.25,0.9,0.00022400000000000002,0.000434,field,465.0,37.0,satellite
1206,629106,149.507964,2.255023,0.9454,6.01,2.58,0.14613800000000002,0.19514600000000001,filament,4419.0,12.0,satellite
1208,629054,149.551287,2.254353,0.9024,2.89,1.2,0.016181,0.032882999999999996,filament,4078.0,13.0,satellite
1213,628916,150.544375,2.252217,0.8303,5.51,2.18,0.002227,0.153873,filament,2856.0,160.0,satellite
1216,628772,150.46521299999998,2.251575,0.8074,6.66,2.64,0.047639,0.28110599999999997,filament,2856.0,160.0,satellite
1218,628748,149.90517,2.253245,0.6712,2.97,1.23,0.079621,0.034017,field,1911.0,14.0,satellite
1220,628665,149.630846,2.2520029999999998,0.9097,7.74,3.22,0.24111799999999997,0.252125,filament,4133.0,106.0,satellite
1221,628645,149.685897,2.2543349999999998,0.6573,1.27,0.53,0.12604300000000002,0.060726999999999996,field,1967.0,14.0,satellite
1223,628548,149.53315,2.25374,0.1167,2.72,1.11,0.257858,0.184317,cluster,8.0,11.0,satellite
1225,628848,150.532691,2.25398,1.1372,6.15,3.11,0.29722800000000005,0.472875,filament,6519.0,11.0,satellite
1226,629138,149.950045,2.254477,0.6724,2.67,1.11,0.044502,0.07803500000000001,filament,1911.0,14.0,satellite
